Class	Subsystem	Role	Reactions	Genes	AraCyc Cmpts	SUBA Cmpts	PPDB Cmpts	AraGEM Cmpts	Lit. Cmpts	Reference	Consensus location	Notes
Cofactors	Riboflavin, FMN and FAD biosynthesis	GTP cyclohydrolase II (EC 3.5.4.25)	rxn00300	AT2G22450		d	d	c			d	SUBA: MS and GFP plastid; PPDB: curated location proteomes and in house experiments plastid, targetP cytoplasm
Cofactors	Riboflavin, FMN and FAD biosynthesis	GTP cyclohydrolase II (EC 3.5.4.25)	rxn00300	AT5G59750		d	d	c			d	SUBA: MS plastid; PPDB: plastid by inhouse experiments and proteomes
Cofactors	Riboflavin, FMN and FAD biosynthesis	GTP cyclohydrolase II (EC 3.5.4.25)	rxn00300	AT5G64300		d	d	c			d	SUBA: MS and GFP plastid; PPDB: plastid stroma supported by inhouse experiments
Cofactors	Riboflavin, FMN and FAD biosynthesis	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)	rxn00048	AT2G20690		d	d	c			d	SUBA: plastid by GFP and MS data; PPDB: stroma plastid by inhouse experiments, proteomes.
Cofactors	Riboflavin, FMN and FAD biosynthesis	Riboflavin kinase (EC 2.7.1.26)plastidial	rxn00392								d	RK activity was demonstrated in spinach  chloroplasts [PMID:4317626], and pea chloroplasts [PMID:18713732]. 
Cofactors	Thiamin biosynthesis	Hydroxymethylpyrimidine phosphate synthase ThiC (EC 4.1.99.17)	rxn20644	AT2G29630	d	d	d				d	SUBA: MS plastid; PPDB stroma, in house experiments
Cofactors	Thiamin biosynthesis	2-carboxylate-4-methyl-5-beta-(ethyl adenosine 5-diphosphate) thiazole hydrolase									d	Given that a pair of known previous and subsequent steps of the pathway are plastidial, it is inferred that this enzyme should be located in plastid too. The product of the previous step in the pathway is 2-carboxylate-4-methyl-5-beta-(ethyl adenosine 5-diphosphate) thiazole. There is a globally missing hydrolase which could hydrolyze 2-carboxylate-4-methyl-5-beta-(ethyl adenosine 5-diphosphate) thiazole or if this is an unstable product, probably gets decarboxylated spontaneously to give 4-methyl-5-beta-(ethyl adenosine 5-diphosphate) thiazole which would then be hydrolyzed. The final product of hydrolysis is  4-methyl-5-(2-phosphonooxyethyl)thiazole which is the substrate needed in the next step of the pathway. 
 
 
 
Cofactors	Thiamin biosynthesis	Hydroxymethylpyrimidine kinase (EC 2.7.1.49)	rxn28046	AT1G22940	d	d	d, m				d, m	SUBA: MS data plastid; PPDB: mito: analysis translational start codons. Plastid: proteomes and analysis translational start codons.
Cofactors	Thiamin biosynthesis	Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)	rxn28109	AT1G22940	d	d	d, m				d, m	SUBA: MS data plastid; PPDB: mito: analysis translational start codons. Plastid: proteomes and analysis translational start codons.
Cofactors	Thiamin biosynthesis	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)	rxn28109, rxn29006	AT1G22940	d	d	d, m				d, m	SUBA: MS data plastid; PPDB: mito: analysis translational start codons. Plastid: proteomes and analysis translational start codons.
Cofactors	Thiamin biosynthesis	Thiazole biosynthetic enzyme Thi4	rxn27029, rxn27030	AT5G54770	d, m	d, m	d, m				d, m	SUBA: GFP: mito and plastid; MS plastid; PPDB: plastid inhouse experiments; mito: immunogold labeling 
