OG0006824	Athaliana_TAIR10||AT1G63970.1	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12) # plastid
OG0000252	Athaliana_TAIR10||AT4G00240.1	Phospholipase D (EC 3.1.4.4)
OG0000252	Athaliana_TAIR10||AT1G52570.1	Phospholipase D (EC 3.1.4.4)
OG0000252	Athaliana_TAIR10||AT4G35790.1	Phospholipase D (EC 3.1.4.4) # cytosol
OG0000252	Athaliana_TAIR10||AT4G11830.2	Phospholipase D (EC 3.1.4.4)
OG0000252	Athaliana_TAIR10||AT2G42010.1	Phospholipase D (EC 3.1.4.4)
OG0000252	Athaliana_TAIR10||AT4G11850.1	Phospholipase D (EC 3.1.4.4)
OG0000252	Athaliana_TAIR10||AT4G11840.1	Phospholipase D (EC 3.1.4.4)
OG0000252	Athaliana_TAIR10||AT5G25370.1	Phospholipase D (EC 3.1.4.4)
OG0000252	Athaliana_TAIR10||AT3G15730.1	Phospholipase D (EC 3.1.4.4) # mitochondria
OG0004283	Athaliana_TAIR10||AT5G62790.2	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267) # plastid
OG0006535	Athaliana_TAIR10||AT5G57300.1	Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)
OG0002028	Athaliana_TAIR10||AT1G12900.1	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12) / NADPH-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.13) # plastid
OG0002028	Athaliana_TAIR10||AT1G42970.1	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12) / NADPH-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.13) # plastid
OG0002028	Athaliana_TAIR10||AT3G26650.1	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12) / NADPH-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.13) # plastid
OG0002126	Athaliana_TAIR10||AT1G77590.1	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) # plastid # endoplasm
OG0002126	Athaliana_TAIR10||AT2G04350.1	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) # endoplasm
OG0000144	Athaliana_TAIR10||AT3G07850.1	Uncurated
OG0000144	Athaliana_TAIR10||AT3G14040.1	Uncurated
OG0000144	Athaliana_TAIR10||AT2G15450.1	Uncurated
OG0000144	Athaliana_TAIR10||AT4G13760.1	Uncurated
OG0000144	Athaliana_TAIR10||AT5G48140.1	Uncurated
OG0000144	Athaliana_TAIR10||AT3G07830.1	Uncurated
OG0000144	Athaliana_TAIR10||AT2G33160.1	Uncurated
OG0000144	Athaliana_TAIR10||AT1G17150.1	Uncurated
OG0000144	Athaliana_TAIR10||AT1G78400.1	Uncurated
OG0000144	Athaliana_TAIR10||AT2G15460.1	Uncurated
OG0000144	Athaliana_TAIR10||AT4G18180.1	Uncurated
OG0000144	Athaliana_TAIR10||AT3G07820.1	Uncurated
OG0000144	Athaliana_TAIR10||AT1G02790.1	Polygalacturonase (EC 3.2.1.15)
OG0000144	Athaliana_TAIR10||AT2G40310.1	Uncurated
OG0000144	Athaliana_TAIR10||AT1G43100.1	Uncurated
OG0000144	Athaliana_TAIR10||AT2G26620.1	Uncurated
OG0000144	Athaliana_TAIR10||AT1G43080.1	Uncurated
OG0000144	Athaliana_TAIR10||AT1G43090.1	Uncurated
OG0000144	Athaliana_TAIR10||AT2G15470.1	Uncurated
OG0000144	Athaliana_TAIR10||AT3G07840.1	Uncurated
OG0004300	Athaliana_TAIR10||AT2G38040.1	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) # plastid
OG0003380	Athaliana_TAIR10||AT3G06060.1	3-dehydrosphinganine reductase (EC 1.1.1.102) # endoplasm
OG0003380	Athaliana_TAIR10||AT5G19200.1	3-dehydrosphinganine reductase (EC 1.1.1.102) # endoplasm
OG0005850	Athaliana_TAIR10||AT2G30200.1	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39) # plastid
OG0007086	Athaliana_TAIR10||AT1G08520.1	Protoporphyrin IX Mg-chelatase subunit D (EC 6.6.1.1) # plastid
OG0000145	Athaliana_TAIR10||AT4G37400.1	Monooxygenase, catalyses 4-hydroxylation of indolyl-3-methyl glucosinolate (I3M) to 4OH-I3M
OG0000145	Athaliana_TAIR10||AT5G10610.1	Uncurated
OG0000145	Athaliana_TAIR10||AT2G23190.1	Uncurated
OG0000145	Athaliana_TAIR10||AT4G37360.1	Uncurated
OG0000145	Athaliana_TAIR10||AT3G28740.1	Uncurated
OG0000145	Athaliana_TAIR10||AT5G67310.1	Uncurated
OG0000145	Athaliana_TAIR10||AT1G66540.1	Uncurated
OG0000145	Athaliana_TAIR10||AT4G37320.1	Uncurated
OG0000145	Athaliana_TAIR10||AT4G37340.1	Uncurated
OG0000145	Athaliana_TAIR10||AT4G37410.1	Uncurated
OG0000145	Athaliana_TAIR10||AT4G37330.1	Uncurated
OG0000145	Athaliana_TAIR10||AT5G57220.1	Monooxygenase, catalyses 4-hydroxylation of indolyl-3-methyl glucosinolate (I3M) to 4OH-I3M
OG0000145	Athaliana_TAIR10||AT2G23220.1	Uncurated
OG0000145	Athaliana_TAIR10||AT4G37430.1	Uncurated
OG0000145	Athaliana_TAIR10||AT4G37310.1	Uncurated
OG0000145	Athaliana_TAIR10||AT4G37370.1	Uncurated
OG0000145	Athaliana_TAIR10||AT5G10600.1	Uncurated
OG0000145	Athaliana_TAIR10||AT5G36220.1	Uncurated
OG0001783	Athaliana_TAIR10||ATCG00720.1	Cytochrome b6-f complex subunit, cytochrome b6 # plastid
OG0001783	Athaliana_TAIR10||AT2G07727.1	Ubiquinol--cytochrome c reductase, cytochrome B subunit (EC 1.10.2.2) # mitointer
OG0001783	Athaliana_TAIR10||ATMG00220.1	Ubiquinol--cytochrome c reductase, cytochrome B subunit (EC 1.10.2.2) # mitointer
OG0004831	Athaliana_TAIR10||AT5G02080.1	Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)
OG0004831	Athaliana_TAIR10||AT1G12350.1	Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)
OG0002272	Athaliana_TAIR10||AT1G18580.1	Uncurated
OG0002272	Athaliana_TAIR10||AT2G20810.1	Polygalacturonate 4-alpha-galacturonosyltransferase (EC 2.4.1.43)
OG0002083	Athaliana_TAIR10||AT2G45290.1	Transketolase (EC 2.2.1.1) # plastid
OG0002083	Athaliana_TAIR10||AT3G60750.1	Transketolase (EC 2.2.1.1) # plastid
OG0001143	Athaliana_TAIR10||AT5G18280.2	Apyrase, ATP-diphosphatase (EC 3.6.1.5) # cytosol # golgi
OG0001143	Athaliana_TAIR10||AT3G04080.1	Apyrase, ATP-diphosphatase (EC 3.6.1.5) # cytosol # golgi
OG0003918	Athaliana_TAIR10||AT3G16950.2	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4) # plastid # nucleus
OG0003918	Athaliana_TAIR10||AT4G16155.1	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4) # plastid
OG0001601	Athaliana_TAIR10||AT2G36310.1	Adenosine nucleosidase (EC 3.2.2.7) / Uridine nucleosidase (EC 3.2.2.3) # cytosol
OG0001601	Athaliana_TAIR10||AT1G05620.1	Uncurated
OG0002147	Athaliana_TAIR10||AT2G37940.1	Inositol-phosphorylceramide synthase (EC 2.7.8.-)
OG0002147	Athaliana_TAIR10||AT2G29525.1	Inositol-phosphorylceramide synthase (EC 2.7.8.-)
OG0002147	Athaliana_TAIR10||AT3G54020.1	Inositol-phosphorylceramide synthase (EC 2.7.8.-)
OG0006289	Athaliana_TAIR10||AT5G64040.2	photosystem I subunit PsaN # plastid
OG0006620	Athaliana_TAIR10||AT3G24200.2	Ubiquinone biosynthesis monooxygenase COQ6 (EC 1.14.13.-), required for C5-hydroxylation step
OG0007238	Athaliana_TAIR10||AT2G28880.1	Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85) / Para-aminobenzoate synthase, aminase component (EC 2.6.1.85) # plastid
OG0007400	Athaliana_TAIR10||AT3G48540.1	Deoxycytidine monophosphate deaminase (EC 3.5.4.12) # cytosol
OG0000793	Athaliana_TAIR10||AT5G08680.1	ATP synthase beta chain (EC 3.6.3.14) # mitointer
OG0000793	Athaliana_TAIR10||AT5G08690.1	ATP synthase beta chain (EC 3.6.3.14) # mitointer
OG0000793	Athaliana_TAIR10||AT5G08670.1	ATP synthase beta chain (EC 3.6.3.14) # mitointer
OG0000793	Athaliana_TAIR10||ATCG00480.1	Plastidial ATP synthase beta chain (EC 3.6.3.14) # plastid
OG0006862	Athaliana_TAIR10||AT4G30580.1	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51) # plastid
OG0006689	Athaliana_TAIR10||AT4G32210.1	Succinate dehydrogenase (ubiquinone) cytochrome b560 subunit SDH3/SDHC # mitochondria
OG0006689	Athaliana_TAIR10||AT5G09600.1	Succinate dehydrogenase (ubiquinone) cytochrome b560 subunit SDH3/SDHC # mitochondria
OG0005572	Athaliana_TAIR10||AT5G13050.1	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2) # mitochondria
OG0002890	Athaliana_TAIR10||AT2G39930.1	Starch debranching enzyme, isoamylase (EC 3.2.1.68) # plastid
OG0002890	Athaliana_TAIR10||AT4G09020.1	Starch debranching enzyme, isoamylase (EC 3.2.1.68) # plastid
OG0003278	Athaliana_TAIR10||AT5G23670.1	Serine palmitoyltransferase (EC 2.3.1.50) # endoplasm
OG0003278	Athaliana_TAIR10||AT3G48780.1	Serine palmitoyltransferase (EC 2.3.1.50)
OG0003278	Athaliana_TAIR10||AT3G48790.1	Uncurated
OG0006146	Athaliana_TAIR10||AT5G10920.1	Argininosuccinate lyase (EC 4.3.2.1) # plastid
OG0000402	Athaliana_TAIR10||AT2G29040.1	Uncurated
OG0000402	Athaliana_TAIR10||AT4G22580.1	Uncurated
OG0000402	Athaliana_TAIR10||AT1G68470.1	Uncurated
OG0000402	Athaliana_TAIR10||AT2G31990.1	Uncurated
OG0000402	Athaliana_TAIR10||AT2G20370.1	Xyloglucan galactosyltransferase (no EC) # golgi
OG0000402	Athaliana_TAIR10||AT4G13990.1	Uncurated
OG0000402	Athaliana_TAIR10||AT2G32750.1	Uncurated
OG0000402	Athaliana_TAIR10||AT2G32740.1	Uncurated
OG0003429	Athaliana_TAIR10||AT1G08630.1	Low-specificity L-threonine aldolase (EC 4.1.2.48) # cytosol
OG0003429	Athaliana_TAIR10||AT3G04520.1	Low-specificity L-threonine aldolase (EC 4.1.2.48) # cytosol
OG0005838	Athaliana_TAIR10||AT5G55590.1	Pectinesterase (EC 3.1.1.11)
OG0004590	Athaliana_TAIR10||AT4G02770.1	photosystem I subunit II (PsaD) # plastid
OG0004590	Athaliana_TAIR10||AT1G03130.1	photosystem I subunit II (PsaD) # plastid
OG0001551	Athaliana_TAIR10||AT4G00550.1	Digalactosyldiacylglycerol synthase (EC 2.4.1.241) # plastid
OG0001551	Athaliana_TAIR10||AT3G11670.1	Digalactosyldiacylglycerol synthase (EC 2.4.1.241) # plastid
OG0007845	Athaliana_TAIR10||AT5G14760.1	L-aspartate oxidase (EC 1.4.3.16) # plastid
OG0001825	Athaliana_TAIR10||ATCG00680.1	Photosystem II CP47 protein (PsbB) # plastid
OG0005828	Athaliana_TAIR10||AT1G17890.1	GDP-L-fucose synthetase (EC 1.1.1.271)
OG0005828	Athaliana_TAIR10||AT1G73250.1	GDP-L-fucose synthetase (EC 1.1.1.271)
OG0007110	Athaliana_TAIR10||AT1G50170.1	Sirohydrochlorin ferrochelatase (EC 4.99.1.4) # plastid
OG0000823	Athaliana_TAIR10||AT5G39580.1	Peroxidase (EC 1.11.1.7)
OG0000823	Athaliana_TAIR10||AT5G64110.1	Peroxidase (EC 1.11.1.7)
OG0000823	Athaliana_TAIR10||AT2G41480.1	Peroxidase (EC 1.11.1.7)
OG0000823	Athaliana_TAIR10||AT4G25980.1	Peroxidase (EC 1.11.1.7)
OG0000823	Athaliana_TAIR10||AT5G64100.1	Peroxidase (EC 1.11.1.7)
OG0000823	Athaliana_TAIR10||AT1G77100.1	Peroxidase (EC 1.11.1.7)
OG0000823	Athaliana_TAIR10||AT5G64120.1	Peroxidase (EC 1.11.1.7)
OG0003022	Athaliana_TAIR10||AT2G39270.1	Uncurated
OG0003022	Athaliana_TAIR10||AT2G37250.1	Adenylate kinase (EC 2.7.4.3) # cytosol # plastid # nucleus
OG0006541	Athaliana_TAIR10||AT3G56940.1	Mg protoporphyrin IX monomethyl ester oxidative cyclase (aerobic) (EC 1.14.13.81) # plastid
OG0002758	Athaliana_TAIR10||AT4G02610.1	Uncurated
OG0002758	Athaliana_TAIR10||AT3G54640.1	Tryptophan synthase alpha chain (EC 4.2.1.20) # plastid
OG0001058	Athaliana_TAIR10||AT5G54960.1	Pyruvate decarboxylase (EC 4.1.1.1) # cytosol
OG0001058	Athaliana_TAIR10||AT4G33070.1	Pyruvate decarboxylase (EC 4.1.1.1) # cytosol
OG0001058	Athaliana_TAIR10||AT5G01330.1	Pyruvate decarboxylase (EC 4.1.1.1) # cytosol
OG0001058	Athaliana_TAIR10||AT5G01320.1	Pyruvate decarboxylase (EC 4.1.1.1) # cytosol
OG0003339	Athaliana_TAIR10||AT5G61310.1	Probable cytochrome c oxidase subunit 5c # mitointer
OG0003339	Athaliana_TAIR10||AT2G47380.1	Probable cytochrome c oxidase subunit 5c # mitointer
OG0003339	Athaliana_TAIR10||AT5G40382.1	Probable cytochrome c oxidase subunit 5c # mitointer
OG0005055	Athaliana_TAIR10||AT2G02050.1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 # mitointer
OG0000014	Athaliana_TAIR10||AT3G53140.1	Uncurated
OG0000014	Athaliana_TAIR10||AT5G37170.1	Uncurated
OG0000014	Athaliana_TAIR10||AT1G21110.1	Uncurated
OG0000014	Athaliana_TAIR10||AT1G63140.2	Uncurated
OG0000014	Athaliana_TAIR10||AT1G21100.1	Uncurated
OG0000014	Athaliana_TAIR10||AT1G21130.1	Indole glucosinolate methyltransferase
OG0000014	Athaliana_TAIR10||AT1G77530.1	Uncurated
OG0000014	Athaliana_TAIR10||AT1G77520.1	Uncurated
OG0000014	Athaliana_TAIR10||AT1G62900.1	Uncurated
OG0000014	Athaliana_TAIR10||AT5G53810.1	Uncurated
OG0000014	Athaliana_TAIR10||AT5G54160.1	Uncurated
OG0000014	Athaliana_TAIR10||AT1G33030.1	Uncurated
OG0000014	Athaliana_TAIR10||AT1G76790.1	Uncurated
OG0000014	Athaliana_TAIR10||AT1G51990.1	Uncurated
OG0000014	Athaliana_TAIR10||AT4G35150.1	Uncurated
OG0000014	Athaliana_TAIR10||AT4G35160.1	Uncurated
OG0000014	Athaliana_TAIR10||AT1G21120.1	Indole glucosinolate methyltransferase
OG0002431	Athaliana_TAIR10||AT3G22960.1	Pyruvate kinase (EC 2.7.1.40) # plastid
OG0000888	Athaliana_TAIR10||AT5G22630.1	Arogenate dehydratase (EC 4.2.1.91) # plastid
OG0000888	Athaliana_TAIR10||AT2G27820.1	Arogenate dehydratase (EC 4.2.1.91) # plastid
OG0000888	Athaliana_TAIR10||AT3G44720.1	Arogenate dehydratase (EC 4.2.1.91) # plastid
OG0000888	Athaliana_TAIR10||AT3G07630.1	Arogenate dehydratase (EC 4.2.1.91) / Prephenate dehydratase (EC 4.2.1.51) # plastid
OG0000888	Athaliana_TAIR10||AT1G08250.1	Arogenate dehydratase (EC 4.2.1.91) / Prephenate dehydratase (EC 4.2.1.51) # plastid
OG0000888	Athaliana_TAIR10||AT1G11790.1	Arogenate dehydratase (EC 4.2.1.91) / Prephenate dehydratase (EC 4.2.1.51) # plastid
OG0005819	Athaliana_TAIR10||AT4G30000.2	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) / Dihydropteroate synthase (EC 2.5.1.15) # mitochondria
OG0005819	Athaliana_TAIR10||AT1G69190.1	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) / Dihydropteroate synthase (EC 2.5.1.15) # cytosol
OG0000652	Athaliana_TAIR10||AT2G22780.1	Malate dehydrogenase (EC 1.1.1.37) # peroxisome
OG0000652	Athaliana_TAIR10||AT3G47520.1	Malate dehydrogenase (EC 1.1.1.37) # plastid # mitochondria
OG0000652	Athaliana_TAIR10||AT5G09660.4	Malate dehydrogenase (EC 1.1.1.37) # peroxisome
OG0000652	Athaliana_TAIR10||AT3G15020.1	Malate dehydrogenase (EC 1.1.1.37) # mitochondria
OG0000652	Athaliana_TAIR10||AT1G53240.1	Malate dehydrogenase (EC 1.1.1.37) # mitochondria
OG0002421	Athaliana_TAIR10||AT1G80230.1	Cytochrome c oxidase subunit 5b # mitointer
OG0002421	Athaliana_TAIR10||AT3G15640.1	Cytochrome c oxidase subunit 5b # mitointer
OG0002421	Athaliana_TAIR10||AT1G52710.1	Uncurated
OG0001815	Athaliana_TAIR10||AT2G11810.1	Monogalactosyldiacylglycerol synthase (EC 2.4.1.46) # plastid
OG0001815	Athaliana_TAIR10||AT4G31780.2	Monogalactosyldiacylglycerol synthase (EC 2.4.1.46) # plastid
OG0001815	Athaliana_TAIR10||AT5G20410.1	Monogalactosyldiacylglycerol synthase (EC 2.4.1.46) # plastid
OG0005003	Athaliana_TAIR10||AT1G62190.1	FAD4-type (trans) fatty acid desaturase (EC 1.14.19.-)
OG0005003	Athaliana_TAIR10||AT4G27030.1	FAD4-type (trans) fatty acid desaturase (EC 1.14.19.-) # plastid
OG0005003	Athaliana_TAIR10||AT2G22890.1	FAD4-type (trans) fatty acid desaturase (EC 1.14.19.-)
OG0004578	Athaliana_TAIR10||AT3G57610.1	Adenylosuccinate synthetase (EC 6.3.4.4) # plastid
OG0000889	Athaliana_TAIR10||AT1G15080.1	Phosphatidate phosphatase (EC 3.1.3.4)
OG0000889	Athaliana_TAIR10||AT2G01180.1	Phosphatidate phosphatase (EC 3.1.3.4)
OG0000889	Athaliana_TAIR10||AT3G18220.1	Phosphatidate phosphatase (EC 3.1.3.4)
OG0000889	Athaliana_TAIR10||AT3G02600.1	Phosphatidate phosphatase (EC 3.1.3.4)
OG0001842	Athaliana_TAIR10||AT2G01290.1	Ribose 5-phosphate isomerase A (EC 5.3.1.6) # cytosol # nucleus
OG0001842	Athaliana_TAIR10||AT1G71100.1	Ribose 5-phosphate isomerase A (EC 5.3.1.6) # cytosol # nucleus
OG0001842	Athaliana_TAIR10||AT3G04790.1	Ribose 5-phosphate isomerase A (EC 5.3.1.6) # plastid
OG0007484	Athaliana_TAIR10||AT4G33420.1	Peroxidase (EC 1.11.1.7)
OG0003394	Athaliana_TAIR10||AT3G09820.1	Adenosine kinase (EC 2.7.1.20)
OG0003394	Athaliana_TAIR10||AT5G03300.1	Adenosine kinase (EC 2.7.1.20)
OG0005956	Athaliana_TAIR10||AT2G42070.1	FAD pyrophosphatase (EC 3.6.1.18) # plastid
OG0004130	Athaliana_TAIR10||AT1G78900.1	V-type ATP synthase subunit A (EC 3.6.3.14) # vacuole
OG0005632	Athaliana_TAIR10||AT2G43360.1	Biotin synthase (EC 2.8.1.6) # mitochondria
OG0007403	Athaliana_TAIR10||AT5G64370.1	Beta-ureidopropionase (EC 3.5.1.6) # cytosol
OG0006414	Athaliana_TAIR10||AT1G31910.1	Phosphomevalonate kinase (EC 2.7.4.2) # cytosol # peroxisome
OG0004280	Athaliana_TAIR10||AT1G12840.1	V-type ATP synthase subunit C (EC 3.6.3.14) # vacuole
OG0000348	Athaliana_TAIR10||AT3G48170.1	Uncurated
OG0000348	Athaliana_TAIR10||AT1G74920.1	Uncurated
OG0000348	Athaliana_TAIR10||AT3G24503.1	Coniferyl-aldehyde dehydrogenase (EC 1.2.1.68)
OG0000348	Athaliana_TAIR10||AT3G48000.1	Aldehyde dehydrogenase (EC 1.2.1.3) # mitochondria
OG0000348	Athaliana_TAIR10||AT1G23800.1	Aldehyde dehydrogenase (EC 1.2.1.3) # cytosol
OG0000348	Athaliana_TAIR10||AT1G79440.1	Uncurated
OG0004736	Athaliana_TAIR10||AT3G27740.1	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5) # plastid
OG0000196	Athaliana_TAIR10||AT2G02930.1	Uncurated
OG0000196	Athaliana_TAIR10||AT4G02520.1	Uncurated
OG0000196	Athaliana_TAIR10||AT1G02920.1	Uncurated
OG0000196	Athaliana_TAIR10||AT5G17220.1	Uncurated
OG0000196	Athaliana_TAIR10||AT1G02940.1	Uncurated
OG0000196	Athaliana_TAIR10||AT3G03190.1	Uncurated
OG0000196	Athaliana_TAIR10||AT1G49860.1	Uncurated
OG0000196	Athaliana_TAIR10||AT2G30870.1	Glutathione S-transferase in Trp, Phe, Tyr-derived glucosinolates biosynthesis, predicted # cytosol
OG0000196	Athaliana_TAIR10||AT1G02930.1	Uncurated
OG0000196	Athaliana_TAIR10||AT2G47730.1	Uncurated
OG0000196	Athaliana_TAIR10||AT1G02950.2	Uncurated
OG0000196	Athaliana_TAIR10||AT2G30860.1	Uncurated
OG0000196	Athaliana_TAIR10||AT3G62760.1	Uncurated
OG0004169	Athaliana_TAIR10||AT3G09810.1	Isocitrate dehydrogenase [NAD] catalytic subunit (EC 1.1.1.41) # mitochondria
OG0004169	Athaliana_TAIR10||AT5G03290.1	Isocitrate dehydrogenase [NAD] catalytic subunit (EC 1.1.1.41) # mitochondria
OG0003751	Athaliana_TAIR10||ATMG00580.1	NADH dehydrogenase [ubiquinone] (EC 1.6.5.3) mitochondrial-encoded chain 4, ND4 # mitointer
OG0005797	Athaliana_TAIR10||AT1G18870.1	Isochorismate synthase (EC 5.4.4.2) # plastid
OG0005797	Athaliana_TAIR10||AT1G74710.2	Isochorismate synthase (EC 5.4.4.2) # plastid
OG0004303	Athaliana_TAIR10||AT5G60620.1	Glycerol-3-phosphate acyltransferase (EC 2.3.1.15)
OG0003012	Athaliana_TAIR10||AT4G00895.1	Uncurated
OG0003012	Athaliana_TAIR10||AT4G09650.1	Plastidial ATP synthase delta chain # plastid
OG0000501	Athaliana_TAIR10||AT1G14100.1	Uncurated
OG0000501	Athaliana_TAIR10||AT2G03210.1	Uncurated
OG0000501	Athaliana_TAIR10||AT1G14080.1	Uncurated
OG0000501	Athaliana_TAIR10||AT2G15390.2	Uncurated
OG0000501	Athaliana_TAIR10||AT2G15370.1	Uncurated
OG0000501	Athaliana_TAIR10||AT2G15350.1	Uncurated
OG0000501	Athaliana_TAIR10||AT1G74420.2	Uncurated
OG0000501	Athaliana_TAIR10||AT2G03220.1	Galactoside 2-alpha-L-fucosyltransferase (EC 2.4.1.69) # golgi
OG0000501	Athaliana_TAIR10||AT1G14070.1	Uncurated
OG0000501	Athaliana_TAIR10||AT1G14110.1	Uncurated
OG0007280	Athaliana_TAIR10||AT3G17810.1	Dihydropyrimidine dehydrogenase (EC 1.3.1.2) # plastid
OG0006104	Athaliana_TAIR10||AT5G40850.1	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)
OG0004984	Athaliana_TAIR10||AT4G28005.1	Uncurated
OG0004984	Athaliana_TAIR10||AT5G52840.1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 # mitointer
OG0001249	Athaliana_TAIR10||AT2G38660.1	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5) # mitochondria
OG0001249	Athaliana_TAIR10||AT4G00600.1	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5) # plastid
OG0001249	Athaliana_TAIR10||AT3G12290.1	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5) # cytosol
OG0001249	Athaliana_TAIR10||AT4G00620.1	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5) # plastid
OG0000073	Athaliana_TAIR10||AT2G43840.1	UDP-glucose:p-aminobenzoate glucosyltransferase
OG0000073	Athaliana_TAIR10||AT1G05530.1	Uncurated
OG0000073	Athaliana_TAIR10||AT4G15500.1	Uncurated
OG0000073	Athaliana_TAIR10||AT2G23250.1	Uncurated
OG0000073	Athaliana_TAIR10||AT2G31750.1	Uncurated
OG0000073	Athaliana_TAIR10||AT3G21560.1	UDP-glucose:sinapate glucosyltransferase (EC 2.4.1.120)
OG0000073	Athaliana_TAIR10||AT1G05680.1	Uncurated
OG0000073	Athaliana_TAIR10||AT1G05675.1	Uncurated
OG0000073	Athaliana_TAIR10||AT4G15490.1	Uncurated
OG0000073	Athaliana_TAIR10||AT1G24100.1	N-hydroxythioamide S-beta-glucosyltransferase (EC 2.4.1.195) in Trp, Phe, Tyr-derived glucosinolates biosynthesis
OG0000073	Athaliana_TAIR10||AT2G23210.1	Uncurated
OG0000073	Athaliana_TAIR10||AT2G31790.1	N-hydroxythioamide S-beta-glucosyltransferase (EC 2.4.1.195) in aliphatic glucosinolates biosynthesis
OG0000073	Athaliana_TAIR10||AT2G43820.1	UDP-glucose:p-aminobenzoate glucosyltransferase
OG0000073	Athaliana_TAIR10||AT4G14090.1	Uncurated
OG0000073	Athaliana_TAIR10||AT4G15480.1	Uncurated
OG0000073	Athaliana_TAIR10||AT1G05560.1	UDP-glucose:p-aminobenzoate glucosyltransferase # cytosol
OG0000073	Athaliana_TAIR10||AT2G23260.1	Uncurated
OG0000073	Athaliana_TAIR10||AT4G15550.1	Uncurated
OG0000948	Athaliana_TAIR10||AT3G19710.1	Methionine--oxo-acid aminotransferase (EC 2.6.1.88) # cytosol
OG0000948	Athaliana_TAIR10||AT1G10070.1	Branched-chain amino acid aminotransferase (EC 2.6.1.42) # plastid # mitochondria
OG0000948	Athaliana_TAIR10||AT3G49680.1	2-oxo-5-methylthiopentanoate transaminase (EC 2.6.1.-) / Branched-chain amino acid aminotransferase (EC 2.6.1.42) # plastid
OG0000948	Athaliana_TAIR10||AT1G10060.2	Branched-chain amino acid aminotransferase (EC 2.6.1.42) # mitochondria
OG0000948	Athaliana_TAIR10||AT1G50090.1	Branched-chain amino acid aminotransferase (EC 2.6.1.42) # cytosol
OG0000948	Athaliana_TAIR10||AT1G50110.1	Branched-chain amino acid aminotransferase (EC 2.6.1.42) # cytosol
OG0004478	Athaliana_TAIR10||AT3G54050.1	Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11) # plastid
OG0001760	Athaliana_TAIR10||AT3G02360.1	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44) # cytosol
OG0001760	Athaliana_TAIR10||AT1G64190.1	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44) # plastid
OG0001760	Athaliana_TAIR10||AT5G41670.1	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44) # mitochondria
OG0003031	Athaliana_TAIR10||AT2G22240.1	Inositol-1-phosphate synthase (EC 5.5.1.4) # cytosol
OG0003031	Athaliana_TAIR10||AT5G10170.1	Inositol-1-phosphate synthase (EC 5.5.1.4) # cytosol
OG0003031	Athaliana_TAIR10||AT4G39800.1	Inositol-1-phosphate synthase (EC 5.5.1.4) # cytosol
OG0003690	Athaliana_TAIR10||AT4G04640.1	Plastidial ATP synthase gamma chain # plastid
OG0003690	Athaliana_TAIR10||AT1G15700.1	Plastidial ATP synthase gamma chain # plastid
