Role	Aly	Ath	Bdi	Cre	Gma	Ogl	Osa	Ptr	Sbi	Vvi	Zma
Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	scaffold_303363.1	AT2G05990	BRADI1G37040	CHLREDRAFT_122688	GLYMA08G45990|GLYMA11G10770|GLYMA12G03060|GLYMA18G31780	ORGLA08G0094800|ORGLA09G0028200	OS08G0327400|OS09G0277800	POPTR_0001s05100|POPTR_0003s21820	Sb02g018530|Sb07g016760	Vv06s0004g01310	GRMZM2G070422|GRMZM2G079256|GRMZM2G125052
Ethanolamine kinase (EC 2.7.1.82)	scaffold_400989.1	AT2G26830	BRADI4G31160		GLYMA04G18940|GLYMA06G24820	ORGLA09G0087100	OS09G0438400	POPTR_0006s12230	Sb02g025680	Vv11s0016g05060	GRMZM2G100333|GRMZM2G469409
Ethanolamine-phosphate cytidylyltransferase (EC 2.7.7.14)	scaffold_402604.1	AT2G38670	BRADI4G26020|BRADI4G44130	CHLREDRAFT_136865	GLYMA09G40640|GLYMA18G45210	ORGLA11G0013000|ORGLA12G0009900	OS11G0123400|OS12G0121300	POPTR_0006s11460|POPTR_0006s11470|POPTR_0016s15010|POPTR_0016s15020	Sb05g001470	Vv08s0056g00120	GRMZM2G045970|GRMZM2G103281
Ethanolaminephosphotransferase (EC 2.7.8.1)	fgenesh1_pm.C_scaffold_990000001|fgenesh2_kg.1__1469__AT1G13560.1|fgenesh2_kg.5__310__AT3G25585.1	AT1G13560|AT3G25585	BRADI1G46440|BRADI3G01810		GLYMA02G14211|GLYMA12G08720	ORGLA02G0013600|ORGLA06G0060200	OS06G0204400	POPTR_0008s10930|POPTR_0010s14380	Sb04g001550|Sb10g006680	Vv01s0010g00950	GRMZM2G466281|GRMZM2G701058
Extradiol ring-cleavage dioxygenase [caffealdehyde, other] (EC 1.13.-.-)	fgenesh2_kg.7__2811__AT4G15093.1	AT4G15093	BRADI2G56780|BRADI2G56786		GLYMA09G28490|GLYMA09G28503|GLYMA16G33270|GLYMA16G33280	ORGLA01G0331500	OS01G0878800|OS01G0878900	POPTR_0004s14280|POPTR_0004s14290|POPTR_0019s00350|POPTR_0661s00210	Sb03g041600	Vv00s2215g00010|Vv07s0130g00250|Vv08s0007g08410	GRMZM2G078500|GRMZM2G092817
FAD pyrophosphatase (EC 3.6.1.18)	fgenesh2_kg.4__2352__AT2G42070.1	AT2G42070		CHLREDRAFT_205772	GLYMA02G29133|GLYMA03G30130|GLYMA09G17010|GLYMA19G33010			POPTR_0006s20720|POPTR_0016s04440		Vv08s0007g06540	
FAD4-type (trans) fatty acid desaturase (EC 1.14.19.-)	Al_scaffold_0002_304|fgenesh2_kg.4__211__AT2G22890.1|fgenesh2_kg.7__1526__AT4G27030.1|scaffold_303846.1	AT1G62190|AT2G22890|AT4G27030			GLYMA08G42660|GLYMA18G11620	ORGLA08G0043000		POPTR_0001s44870|POPTR_0011s14070		Vv19s0090g00120	
FMN adenylyltransferase (EC 2.7.7.2)	fgenesh2_kg.6__2328__AT5G23330.1|fgenesh2_kg.6__801__AT5G08340.1	AT5G08340|AT5G23330						POPTR_0005s09120|POPTR_0007s07260		Vv10s0071g00290	
FMN adenylyltransferase, type 2 eukaryotic (EC 2.7.7.2)	fgenesh2_kg.6__252__AT5G03430.1	AT5G03430	BRADI2G09380|BRADI2G09400		GLYMA03G34140|GLYMA19G36860	ORGLA01G0090600|ORGLA07G0227800	OS01G0259600	POPTR_0006s12490	Sb03g009960	Vv08s0007g04980	GRMZM2G145792|GRMZM2G149609|GRMZM2G381933
FMN hydrolase, high substrate specificity (EC 3.1.3.-)	fgenesh2_kg.2__2421__AT1G79790.1	AT1G79790		CHLREDRAFT_99209	GLYMA09G38750|GLYMA18G47580			POPTR_0010s15290		Vv04s0023g00160	
Fatty acid in-chain hydroxylase (no EC)	fgenesh2_kg.3__1093__AT3G10570.1	AT3G10570									
Fatty acid omega-hydroxylase (EC 1.14.13.-)	fgenesh2_kg.345__1__AT2G27690.1|scaffold_100080.1|scaffold_401263.1|scaffold_403550.1|scaffold_604265.1	AT1G01600|AT2G27690|AT2G45970|AT4G00360	BRADI3G51370|BRADI4G26650|BRADI4G42540		GLYMA03G01050|GLYMA03G35130|GLYMA07G07560|GLYMA11G19240|GLYMA12G09240|GLYMA13G21700	ORGLA01G0317200|ORGLA02G0233400|ORGLA04G0185700|ORGLA05G0158900	OS01G0858350|OS02G0666500|OS04G0560100|OS05G0445100	POPTR_0004s19620|POPTR_0009s14780|POPTR_0010s24310|POPTR_0013s07310|POPTR_0014s08160	Sb03g040440|Sb04g032410|Sb06g025170	Vv06s0080g00090|Vv08s0007g03660|Vv13s0074g00790|Vv15s0046g02380	GRMZM2G016264|GRMZM2G020500|GRMZM2G062151|GRMZM2G396248
Fatty aldehyde decarbonylase (EC 4.1.99.-)	scaffold_100001.1	AT1G02205	BRADI3G28450|BRADI3G28460|BRADI3G48997		GLYMA03G24320|GLYMA03G24450|GLYMA03G24460|GLYMA07G12741|GLYMA07G14010	ORGLA02G0211800|ORGLA04G0156100|ORGLA10G0114600	OS02G0621300|OS10G0471100	POPTR_0014s15050|POPTR_0014s15080|POPTR_0014s15110|POPTR_0014s17850	Sb01g019590|Sb04g026320|Sb06g022320	Vv15s0021g00040|Vv15s0021g00050|Vv15s0021g00060|Vv15s0045g01520|Vv15s0045g01590	GRMZM2G066578|GRMZM2G075255
Ferredoxin-NADP(+) reductase (EC 1.18.1.2)	fgenesh1_pm.C_scaffold_6002674|fgenesh2_kg.1__2182__AT1G20020.3|fgenesh2_kg.8__2809__AT5G66190.1|scaffold_103394.1	AT1G20020|AT1G30510|AT4G05390|AT5G66190	BRADI1G06540|BRADI1G52020	CHLREDRAFT_195553	GLYMA01G37051|GLYMA02G05350|GLYMA09G02800|GLYMA11G08230|GLYMA15G13680|GLYMA16G23710	ORGLA03G0334900|ORGLA06G0004900|ORGLA07G0026600	OS03G0784700|OS06G0107700|OS07G0147900	POPTR_0001s38080|POPTR_0005s11500|POPTR_0007s09630	Sb01g006100|Sb02g002900|Sb10g000720	Vv04s0023g03510|Vv10s0003g04880|Vv18s0001g14450	GRMZM2G011858|GRMZM2G058760|GRMZM2G168143
Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	fgenesh2_kg.4__2251__AT2G41220.1|fgenesh2_kg.6__327__AT5G04140.1	AT2G41220|AT5G04140	BRADI1G19080	CHLREDRAFT_140487	GLYMA03G28410|GLYMA19G31120	ORGLA07G0193900	OS07G0658400	POPTR_0006s03660|POPTR_0016s03630	Sb02g041740	Vv08s0007g05260	GRMZM2G036609
Ferrochelatase, protoheme ferro-lyase (EC 4.99.1.1)	fgenesh2_kg.4__1010__AT2G30390.1|fgenesh2_kg.6__2583__AT5G26030.1	AT2G30390|AT5G26030	BRADI2G62550|BRADI4G27490	CHLREDRAFT_183446	GLYMA0041S00331|GLYMA04G05320|GLYMA04G38291|GLYMA05G33160|GLYMA06G05390|GLYMA06G16750|GLYMA08G00760	ORGLA05G0114600|ORGLA09G0033600	OS05G0361200|OS09G0297000	POPTR_0004s14550|POPTR_0004s14560|POPTR_0006s24820|POPTR_0018s04980|POPTR_0019s00800	Sb02g020320|Sb04g000740|Sb04g022900	Vv04s0008g00800|Vv07s0031g03200	GRMZM2G047095|GRMZM2G113325|GRMZM2G159013
Ferulate-5-hydroxylase (EC 1.14.13.-)	scaffold_700481.1	AT4G36220	BRADI1G36790|BRADI3G30590		GLYMA01G37430|GLYMA11G07850|GLYMA16G24341|GLYMA19G02150	ORGLA03G0007900	OS03G0112900|OS10G0512400	POPTR_0005s11950|POPTR_0007s13720	Sb01g017270	Vv04s0023g02900	AC210173.4_FG005|GRMZM2G100158
Flavanone-3-hydroxylase (EC 1.14.13.21)	fgenesh1_pm.C_scaffold_123000001|fgenesh1_pm.C_scaffold_3002224|scaffold_2600008.1|scaffold_303087.1	AT3G25180									
Flavin-containing glucosinolate S-oxygenase (no EC)	fgenesh1_pg.C_scaffold_1001072|fgenesh1_pm.C_scaffold_2000176|fgenesh2_kg.2__222__AT1G62560.1|scaffold_200299.1	AT1G12140|AT1G62540|AT1G62560|AT1G62570|AT1G65860									
Flavonoid 3'-monooxygenase (EC 1.14.13.21)	fgenesh2_kg.6__766__AT5G07990.1	AT5G07990	BRADI1G17180|BRADI3G04750		GLYMA05G00500|GLYMA05G00510|GLYMA05G00530|GLYMA06G21920|GLYMA17G08550	ORGLA10G0046200|ORGLA10G0161500	OS10G0320100	POPTR_0013s07050	Sb04g024710|Sb04g024730|Sb04g024750|Sb09g022480	Vv17s0000g07200|Vv17s0000g07210	GRMZM2G025832
Folylpolyglutamate synthase (EC 6.3.2.17)	fgenesh2_kg.5__1983__AT3G55630.3|fgenesh2_kg.6__535__AT5G05980.1	AT3G10160|AT3G55630|AT5G05980	BRADI1G77850|BRADI3G30210		GLYMA02G41870|GLYMA10G16410|GLYMA14G07100|GLYMA18G03820	ORGLA03G0006600	OS03G0111100|OS10G0503200	POPTR_0006s04390|POPTR_0008s06090|POPTR_0010s20530|POPTR_0016s04130	Sb01g017810|Sb01g049840	Vv13s0019g02390	GRMZM2G393334|GRMZM5G869779
Formate--tetrahydrofolate ligase (EC 6.3.4.3)	fgenesh2_kg.1__4130__AT1G50480.1	AT1G50480	BRADI4G31680		GLYMA10G13840|GLYMA10G44010|GLYMA20G38740		OS09G0446800	POPTR_0001s04800|POPTR_0003s21590	Sb02g026140	Vv06s0004g01160	GRMZM5G824944
Free fatty acids epoxidase [oleate, linoleate, linolenate] (no EC)	fgenesh2_kg.6__381__AT5G04660.1	AT5G04660	BRADI5G09120		GLYMA10G34630|GLYMA20G32930	ORGLA04G0086300	OS04G0407900	POPTR_0008s02570	Sb06g015320	Vv13s0074g00390	GRMZM2G057086
Fructokinase (EC 2.7.1.4)	Al_scaffold_0006_3150|Al_scaffold_0008_1893|fgenesh1_pm.C_scaffold_1000461|fgenesh2_kg.1__569__AT1G06030.1|fgenesh2_kg.2__875__AT1G66430.1|fgenesh2_kg.4__1131__AT2G31390.1|fgenesh2_kg.5__2405__AT3G59480.1|scaffold_801617.1	AT1G06020|AT1G06030|AT1G50390|AT1G66430|AT2G31390|AT3G59480|AT4G10260|AT5G51830	BRADI1G45030|BRADI2G57500|BRADI3G13600		GLYMA02G41320|GLYMA09G27430|GLYMA09G40240|GLYMA10G32050|GLYMA10G38570|GLYMA11G13580|GLYMA12G05580|GLYMA12G13005|GLYMA13G41960|GLYMA14G39670|GLYMA15G03430|GLYMA16G32530|GLYMA20G29270|GLYMA20G35590	ORGLA01G0341700|ORGLA06G0079900|ORGLA08G0003600	OS01G0894300|OS06G0232200|OS08G0113100	POPTR_0002s15290|POPTR_0004s08820|POPTR_0005s14410|POPTR_0007s01850|POPTR_0012s14010|POPTR_0015s14000|POPTR_0017s05770|POPTR_0019s09200	Sb03g042460|Sb07g001320|Sb10g008280	Vv05s0102g00710|Vv14s0006g01410|Vv15s0048g01260|Vv16s0022g02340|Vv18s0089g01230	GRMZM2G026969|GRMZM2G051677|GRMZM2G072091|GRMZM2G086845
Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)	fgenesh2_kg.5__1793__AT3G54050.1|fgenesh2_kg.8__2462__AT5G64380.1|scaffold_104141.1	AT1G43670|AT3G54050|AT5G64380	BRADI1G31810|BRADI1G67020|BRADI2G24090|BRADI2G56030	CHLREDRAFT_24084	GLYMA07G17180|GLYMA07G30110|GLYMA08G07200|GLYMA08G19430|GLYMA10G36990|GLYMA16G28310|GLYMA18G41940|GLYMA20G30620	ORGLA01G0322800|ORGLA03G0114200|ORGLA05G0155400|ORGLA06G0200400	OS01G0866400|OS03G0267300|OS06G0664200	POPTR_0002s06960|POPTR_0005s21360|POPTR_0006s09550|POPTR_0016s11610|POPTR_0017s07040	Sb01g039980|Sb03g040900|Sb09g021620|Sb10g026540	Vv03s0038g00370|Vv08s0007g01570|Vv08s0007g01590|Vv18s0072g00770	GRMZM2G095287|GRMZM2G306732|GRMZM2G322953|GRMZM5G836250
Fructose-bisphosphate aldolase class I (EC 4.1.2.13)	Al_scaffold_0006_279|fgenesh2_kg.4__1685__AT2G36460.1|fgenesh2_kg.5__13__AT2G01140.1|fgenesh2_kg.7__100__AT4G38970.1|fgenesh2_kg.7__1590__AT4G26530.2|fgenesh2_kg.7__1593__AT4G26520.1|scaffold_400048.1|scaffold_502377.1	AT2G01140|AT2G21330|AT2G36460|AT3G52930|AT4G26520|AT4G26530|AT4G38970|AT5G03690	BRADI1G36260|BRADI2G01350|BRADI2G58050|BRADI4G24367	CHLREDRAFT_152892|CHLREDRAFT_24459|CHLREDRAFT_29185	GLYMA02G38730|GLYMA02G47280|GLYMA03G34950|GLYMA04G01020|GLYMA10G07710|GLYMA10G41450|GLYMA11G11870|GLYMA11G11900|GLYMA12G04150|GLYMA12G24190|GLYMA13G21540|GLYMA14G01470|GLYMA14G36850|GLYMA20G25790	ORGLA01G0010700|ORGLA01G0349400|ORGLA05G0137300|ORGLA06G0170800|ORGLA08G0008200|ORGLA10G0026900|ORGLA11G0042300	OS01G0118000|OS01G0905800|OS05G0402700|OS06G0608700|OS08G0120600|OS10G0163340|OS11G0171300	POPTR_0001s47210|POPTR_0004s16920|POPTR_0006s17940|POPTR_0007s13800|POPTR_0008s12480|POPTR_0009s12710|POPTR_0010s12790|POPTR_0011s16780|POPTR_0018s09730	Sb03g008050|Sb03g043140|Sb04g019020|Sb05g004590|Sb08g004500|Sb10g023850	Vv01s0011g04350|Vv03s0038g00670|Vv04s0023g03010|Vv08s0007g03830|Vv19s0015g01720	GRMZM2G046284|GRMZM2G057823|GRMZM2G066024|GRMZM2G069195|GRMZM2G089365|GRMZM2G155253|GRMZM2G345493
Fucose-1-phosphate guanylyltransferase (EC 2.7.7.30)	fgenesh2_kg.1__109__AT1G01220.1	AT1G01220	BRADI1G77547		GLYMA03G42000|GLYMA19G44690	ORGLA03G0009600	OS03G0115100	POPTR_0002s17540|POPTR_0014s09690	Sb01g049620	Vv15s0046g00110	GRMZM2G077780
Fumarate hydratase class II (EC 4.2.1.2)	fgenesh2_kg.4__2991__AT2G47510.1|fgenesh2_kg.8__976__AT5G50950.2	AT2G47510|AT5G50950	BRADI1G63020	CHLREDRAFT_196655	GLYMA02G01920|GLYMA02G01930|GLYMA10G02040	ORGLA03G0159200	OS03G0337900	POPTR_0002s20240	Sb01g035950|Sb10g021577	Vv07s0005g00880|Vv14s0060g01690|Vv14s0060g01700	GRMZM2G010823
GDP-L-fucose synthetase (EC 1.1.1.271)	fgenesh2_kg.1__1956__AT1G17890.1|scaffold_202259.1	AT1G17890|AT1G73250	BRADI1G31027		GLYMA09G41650|GLYMA18G44040	ORGLA06G0193300|ORGLA06G0193400	OS06G0652300|OS06G0652400	POPTR_0006s19300|POPTR_0018s11060	Sb10g025880|Sb10g025890	Vv11s0037g00930	GRMZM2G029856
GDP-mannose 3,5-epimerase (EC 5.1.3.18)	fgenesh2_kg.6__2800__AT5G28840.1	AT5G28840	BRADI4G14950	CHLREDRAFT_196952	GLYMA01G09540|GLYMA03G40720|GLYMA09G08620|GLYMA10G30400|GLYMA19G43400|GLYMA19G43410|GLYMA20G36740	ORGLA11G0155000	OS11G0591100	POPTR_0005s05450|POPTR_0013s03790	Sb05g022890	Vv05s0020g04510|Vv14s0030g02180	GRMZM2G138907
GDP-mannose 4,6-dehydratase (EC 4.2.1.47)	Al_scaffold_0008_3299|scaffold_502169.1	AT3G51160|AT5G66280	BRADI1G51460		GLYMA01G37270|GLYMA11G08020	ORGLA06G0024100	OS06G0137700		Sb01g034920|Sb09g004980|Sb10g002550|Sb10g002560		GRMZM2G115124
GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2)	scaffold_200152.1	AT1G63660	BRADI3G20590	CHLREDRAFT_126329	GLYMA05G37760|GLYMA08G01820	ORGLA08G0094100	OS08G0326600	POPTR_0003s12830	Sb06g033930|Sb07g022805	Vv01s0010g00910|Vv02s0025g03430	GRMZM2G136283
GTP cyclohydrolase I (EC 3.5.4.16) type 1	fgenesh2_kg.3__747__AT3G07270.1	AT3G07270		CHLREDRAFT_103770	GLYMA03G21030|GLYMA03G21540|GLYMA08G46160|GLYMA16G11090|GLYMA18G33025			POPTR_0002s24850|POPTR_0014s18500		Vv01s0026g02630|Vv03s0132g00150	
GTP cyclohydrolase II (EC 3.5.4.25)	fgenesh2_kg.8__1924__AT5G59750.1|fgenesh2_kg.8__2448__AT5G64300.1|scaffold_400194.1	AT2G22450|AT5G59750|AT5G64300	BRADI2G23220|BRADI3G38570|BRADI3G46520|BRADI3G46530	CHLREDRAFT_102099	GLYMA05G30930|GLYMA08G07501|GLYMA08G14120|GLYMA08G18900|GLYMA13G08035|GLYMA13G40771|GLYMA15G04680|GLYMA15G06120	ORGLA02G0184500|ORGLA05G0167200|ORGLA08G0159400	OS02G0572400|OS05G0460600|OS08G0481950	POPTR_0001s24160|POPTR_0001s31800|POPTR_0005s07250|POPTR_0007s04980|POPTR_0017s07710	Sb04g023640|Sb07g029180|Sb09g022620	Vv03s0017g00650|Vv06s0004g04080|Vv07s0191g00190	GRMZM2G086365|GRMZM2G103152|GRMZM2G105466|GRMZM2G156803|GRMZM2G336908
Galactokinase (EC 2.7.1.6)	scaffold_300761.1	AT3G06580	BRADI1G02810	CHLREDRAFT_122621	GLYMA07G36610|GLYMA08G47350|GLYMA17G03990	ORGLA03G0367300	OS03G0832600	POPTR_0008s10240|POPTR_0010s15800	Sb01g002480	Vv05s0077g00690	GRMZM2G458549
Galactoside 2-alpha-L-fucosyltransferase (EC 2.4.1.69)	fgenesh2_kg.5__219__AT2G03220.1	AT2G03220	BRADI3G58030		GLYMA04G33170|GLYMA05G00920|GLYMA06G21090|GLYMA17G10980	ORGLA02G0291000	OS02G0764400	POPTR_0008s08950	Sb04g034120	Vv01s0182g00160|Vv17s0000g06440	
Galacturonokinase (EC 2.7.1.44)	fgenesh2_kg.3__1105__AT3G10700.1	AT3G10700	BRADI5G21040		GLYMA05G36350|GLYMA08G03240	ORGLA04G0211400	OS04G0608100	POPTR_0006s06980	Sb06g027910	Vv11s0078g00430	
Gamma-glutamyl hydrolase (EC 3.4.19.9)	fgenesh1_pm.C_scaffold_2001801|scaffold_202843.1|scaffold_26200002.1|scaffold_26200003.1	AT1G78670|AT1G78680	BRADI2G19700		GLYMA13G34300	ORGLA05G0200600	OS05G0517500	POPTR_0011s10890|POPTR_0012s11220	Sb09g025680|Sb09g025690	Vv19s0014g00980	
Gamma-glutamyl peptidase in glucosinolates biosynthesis	fgenesh2_kg.7__1131__AT4G30530.1	AT4G30530									
Gamma-glutamyl phosphate reductase (EC 1.2.1.41)	fgenesh2_kg.4__2072__AT2G39800.1|fgenesh2_kg.5__1981__AT3G55610.1|scaffold_77200001.1	AT2G39800|AT3G55610	BRADI2G23507|BRADI2G54920	CHLREDRAFT_130812	GLYMA01G24530|GLYMA02G41850|GLYMA03G12240|GLYMA07G16510|GLYMA14G07120|GLYMA18G03830|GLYMA18G40770	ORGLA01G0310900|ORGLA05G0163900	OS01G0848200|OS05G0455500	POPTR_0008s06060|POPTR_0010s20590	Sb03g039820|Sb09g022290|Sb09g022310	Vv08s0007g01060|Vv13s0019g02360	AC203754.4_FG008|GRMZM2G028535|GRMZM2G061777|GRMZM2G375504
Geranylgeranyl diphosphate reductase (EC 1.3.1.83)	fgenesh2_kg.2__1712__AT1G74470.1	AT1G74470	BRADI3G59430	CHLREDRAFT_136810	GLYMA05G01000|GLYMA17G10890	ORGLA02G0278500	OS02G0744900	POPTR_0012s07060|POPTR_0015s07380	Sb04g028050	Vv17s0000g06280	GRMZM2G105644
Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)	fgenesh2_kg.3__1574__AT3G14550.1|fgenesh2_kg.3__3466__AT2G18620.1|fgenesh2_kg.3__3468__AT2G18640.1|fgenesh2_kg.7__385__AT4G36810.1|scaffold_104646.1|scaffold_302396.1|scaffold_304223.1|scaffold_400366.1|scaffold_700035.1|scaffold_703648.1	AT1G49530|AT2G18620|AT2G18640|AT2G23800|AT3G14510|AT3G14530|AT3G14550|AT3G20160|AT3G29430|AT3G32040|AT4G36810|AT4G38460	BRADI1G23510	CHLREDRAFT_195038	GLYMA01G38481|GLYMA02G06590|GLYMA02G35965|GLYMA08G09890|GLYMA11G06820|GLYMA13G40161|GLYMA16G25620|GLYMA19G32660	ORGLA05G0070700|ORGLA07G0257100	OS05G0235701|OS07G0580900	POPTR_0004s18610|POPTR_0005s12860|POPTR_0007s12330|POPTR_0009s14150	Sb02g037510	Vv04s0023g01210|Vv18s0001g12000	AC194970.5_FG001|GRMZM2G102550
Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27)	Al_scaffold_0004_77|fgenesh2_kg.1__2926__AT1G27680.1|fgenesh2_kg.1__517__AT1G05610.1|fgenesh2_kg.6__1941__AT5G19220.1|fgenesh2_kg.7__126__AT4G39210.1|fgenesh2_kg.8__698__AT5G48300.1	AT1G05610|AT1G27680|AT2G21590|AT4G39210|AT5G19220|AT5G48300	BRADI1G09537|BRADI2G14970|BRADI3G22330|BRADI4G27570	CHLREDRAFT_136037|CHLREDRAFT_205913	GLYMA04G01350|GLYMA04G03260|GLYMA06G01380|GLYMA06G03340|GLYMA07G38820|GLYMA11G12410|GLYMA12G04630|GLYMA14G07920|GLYMA17G01900|GLYMA17G37100	ORGLA01G0192600|ORGLA03G0301700|ORGLA05G0234700|ORGLA08G0104300|ORGLA09G0034400	OS01G0633100|OS03G0735000|OS05G0580000|OS08G0345800|OS09G0298200	POPTR_0002s03480|POPTR_0004s16440|POPTR_0005s25130|POPTR_0007s00320|POPTR_0008s19960|POPTR_0009s12140|POPTR_0014s16990|POPTR_0017s00370	Sb01g008940|Sb02g020410|Sb03g028850|Sb07g012320|Sb09g029610	Vv03s0038g04570|Vv05s0020g02880|Vv05s0094g01500|Vv12s0057g01480|Vv18s0001g12840	GRMZM2G027955|GRMZM2G068506|GRMZM2G106213|GRMZM2G163437|GRMZM2G391936|GRMZM2G429899
Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	fgenesh1_pm.C_scaffold_5000398|fgenesh2_kg.1__988__AT1G09420.1|fgenesh2_kg.7__3069__AT5G35790.1|scaffold_103039.1|scaffold_601320.1|scaffold_703894.1	AT1G09420|AT1G24280|AT3G27300|AT5G13110|AT5G35790|AT5G40760	BRADI1G60050|BRADI1G64070|BRADI3G47910|BRADI5G04020|BRADI5G13860	CHLREDRAFT_119861|CHLREDRAFT_173841	GLYMA02G10710|GLYMA03G38870|GLYMA07G01630|GLYMA08G21180|GLYMA08G21270|GLYMA16G06850|GLYMA18G52110|GLYMA19G22690|GLYMA19G24250|GLYMA19G41450	ORGLA02G0197800|ORGLA03G0146200|ORGLA03G0198400|ORGLA04G0136600|ORGLA07G0094200	OS02G0600400|OS03G0318500|OS03G0412800|OS04G0485300|OS07G0406300	POPTR_0001s13510|POPTR_0001s36160|POPTR_0003s16650|POPTR_0005s00750|POPTR_0005s00770|POPTR_0013s00660|POPTR_0014s16480|POPTR_0017s10630	Sb01g032620|Sb01g037060|Sb04g025100|Sb06g003160|Sb06g020640	Vv01s0146g00060|Vv12s0057g00940|Vv12s0057g01030|Vv14s0060g00640|Vv14s0171g00490	GRMZM2G031107|GRMZM2G130230|GRMZM2G177077|GRMZM2G179521|GRMZM2G426964
Glucose-6-phosphate isomerase (EC 5.3.1.9)	fgenesh2_kg.7__1814__AT4G24620.1|fgenesh2_kg.8__577__AT5G42740.1	AT4G24620|AT5G42740	BRADI4G32530	CHLREDRAFT_135220	GLYMA02G37590|GLYMA04G03490|GLYMA04G09800|GLYMA06G03560|GLYMA06G09880|GLYMA14G35881|GLYMA19G02031	ORGLA08G0157900	OS08G0478800|OS09G0465600	POPTR_0002s10420|POPTR_0008s11770	Sb02g027000	Vv18s0001g07280|Vv18s0001g12370	GRMZM2G076075|GRMZM2G140614
Glucuronokinase (EC 2.7.1.43)	fgenesh1_pm.C_scaffold_6001137|fgenesh2_kg.3__52__AT3G01640.1	AT3G01640|AT5G14470	BRADI3G01894	CHLREDRAFT_141779	GLYMA05G09130		OS11G0217300	POPTR_0001s35530	Sb08g000220	Vv14s0066g00340	GRMZM2G033930
Glutamate 5-kinase (EC 2.7.2.11)	fgenesh2_kg.4__2072__AT2G39800.1|fgenesh2_kg.5__1981__AT3G55610.1|scaffold_77200001.1	AT2G39800|AT3G55610	BRADI2G23507|BRADI2G54920	CHLREDRAFT_130812	GLYMA01G24530|GLYMA02G41850|GLYMA03G12240|GLYMA07G16510|GLYMA14G07120|GLYMA18G03830|GLYMA18G40770	ORGLA01G0310900|ORGLA05G0163900	OS01G0848200|OS05G0455500	POPTR_0008s06060|POPTR_0010s20590	Sb03g039820|Sb09g022290|Sb09g022310	Vv08s0007g01060|Vv13s0019g02360	AC203754.4_FG008|GRMZM2G028535|GRMZM2G061777|GRMZM2G375504
Glutamate N-acetyltransferase (EC 2.3.1.35)	fgenesh2_kg.4__1804__AT2G37500.1	AT2G37500	BRADI1G66350	CHLREDRAFT_121469	GLYMA10G05090|GLYMA13G19450	ORGLA03G0121900	OS03G0279400	POPTR_0012s11640	Sb01g039230	Vv08s0040g03320	GRMZM2G044237
Glutamate synthase [NADH] (EC 1.4.1.14)	scaffold_801824.1	AT5G53460	BRADI2G17192|BRADI2G46670	CHLREDRAFT_205746	GLYMA04G41540|GLYMA06G13280|GLYMA14G32500|GLYMA19G16486	ORGLA01G0218600|ORGLA05G0217700	OS01G0682001|OS05G0555600	POPTR_0012s01860|POPTR_0015s01950	Sb03g031310|Sb04g025490|Sb05g021446|Sb07g024646|Sb09g027910|Sb10g005270|Sb1257s002010	Vv07s0005g00530|Vv12s0055g00620|Vv15s0024g01030|Vv16s0098g00290	GRMZM2G077054|GRMZM2G085078|GRMZM2G375064
Glutamate--prephenate aminotransferase (EC 2.6.1.79)	Al_scaffold_0005_1324|Al_scaffold_0009_35|fgenesh1_pm.C_scaffold_4000124	AT2G22250	BRADI2G24300|BRADI2G56330	CHLREDRAFT_118364	GLYMA05G31490|GLYMA08G14720|GLYMA11G36190|GLYMA11G36200|GLYMA18G02246|GLYMA18G02253|GLYMA18G38747	ORGLA01G0326500	OS01G0871300	POPTR_0005s08100|POPTR_0007s05880	Sb03g041180|Sb09g021360	Vv07s0031g00960|Vv07s0031g00980|Vv14s0081g00640|Vv18s0001g04860	GRMZM2G033799|GRMZM2G400604
Glutamate-1-semialdehyde aminotransferase (EC 5.4.3.8)	fgenesh2_kg.8__2362__AT5G63570.1|scaffold_501829.1	AT3G48730|AT5G63570	BRADI3G41270	CHLREDRAFT_138524	GLYMA04G00420|GLYMA06G00510|GLYMA14G40101	ORGLA08G0229700	OS08G0532200	POPTR_0012s10480|POPTR_0015s11320	Sb09g024120	Vv17s0000g00900	GRMZM2G116258
Glutamate-glyoxylate aminotransferase (EC 2.6.1.4)	fgenesh2_kg.1__2543__AT1G23310.1|scaffold_201947.1	AT1G23310|AT1G70580	BRADI1G59220	CHLREDRAFT_206184	GLYMA01G03260|GLYMA02G04320	ORGLA07G0004600	OS07G0108300	POPTR_0008s19160|POPTR_0010s05530	Sb02g000780	Vv00s0225g00130	GRMZM5G840582
Glutamine amidotransferase chain of NAD synthetase	fgenesh2_kg.1__4517__AT1G55090.1	AT1G55090	BRADI1G29020	CHLREDRAFT_127918	GLYMA05G36610|GLYMA08G02950|GLYMA17G11901	ORGLA07G0036900	OS07G0167100	POPTR_0001s11020|POPTR_0003s14370	Sb02g009640	Vv02s0025g02150	GRMZM2G049588
